customerID,Churn_Percentage,Churn,Possible Reason,Suggestion
1333-PBMXB,15.56%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
6546-OPBBH,10.79%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5985-BEHZK,20.87%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
9127-QRZMH,14.32%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5919-VCZYM,52.68%,Yes,High risk of disengagement. Possible negative experiences or lack of perceived value.,"Launch a win-back campaign with time-limited offers
Reach out with personalized content or a support check-in
Emphasize benefits they haven’t used yet or customer success stories
"
9644-KVCNC,22.75%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
2137-DQMEV,1.88%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
8174-LNWMW,39.2%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
9279-CJEOJ,11.63%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
7964-VEXDG,9.38%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
2404-JIBFC,5.41%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
0778-NELLA,17.67%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
8029-XYPWT,17.54%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4614-NUVZD,2.58%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4632-PAOYU,5.47%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
3803-KMQFW,3.83%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
6804-GDMOI,8.64%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
2990-OGYTD,31.06%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
